InvoiceID,ShirtID,SellingPrice,Quantity
1,5,5.0,5
1,8,8.1,4
1,14,4.800000000000001,3
1,18,3.0,5
1,28,7.2,3
1,42,2.7,2
1,32,3.0,2
1,45,2.4000000000000004,1
1,7,6.3,2
1,16,4.800000000000001,4
1,6,3.5999999999999996,2
1,21,3.2,5
2,15,1.4,1
2,15,1.4,3
2,31,2.5,4
2,38,8.0,5
2,21,3.2,1
2,26,2.0999999999999996,4
2,43,2.8,4
2,39,2.0,5
2,36,4.8,5
2,7,6.3,2
3,12,6.6,3
3,44,3.6,1
3,1,4.8999999999999995,2
3,1,4.8999999999999995,5
3,17,1.4,5
3,44,3.6,2
3,29,1.6,3
3,27,5.6,1
3,33,0.9,1
3,6,3.5999999999999996,2
4,27,5.6,4
4,20,1.7999999999999998,2
4,16,4.800000000000001,2
4,42,2.7,3
4,38,8.0,1
4,31,2.5,2
4,10,1.6,3
4,7,6.3,5
5,33,0.9,4
5,23,7.699999999999999,4
5,44,3.6,2
5,33,0.9,4
5,30,5.3999999999999995,2
5,14,4.800000000000001,1
6,42,2.7,2
6,26,2.0999999999999996,5
6,32,3.0,4
6,10,1.6,2
6,8,8.1,1
6,6,3.5999999999999996,3
6,25,2.5,4
6,26,2.0999999999999996,3
6,28,7.2,2
6,36,4.8,3
6,23,7.699999999999999,3
6,2,7.2,1
7,9,2.0999999999999996,1
7,41,2.5,5
7,29,1.6,4
7,18,3.0,5
7,36,4.8,3
7,2,7.2,3
7,27,5.6,2
7,40,7.0,5
7,39,2.0,1
7,31,2.5,4
7,32,3.0,3
7,39,2.0,5
7,41,2.5,1
7,41,2.5,1
8,24,0.9,3
8,3,2.0999999999999996,4
8,24,0.9,3
8,33,0.9,1
8,20,1.7999999999999998,3
8,44,3.6,4
8,2,7.2,4
8,35,3.0,1
8,10,1.6,1
9,20,1.7999999999999998,4
9,27,5.6,5
9,13,4.2,5
9,44,3.6,2
9,41,2.5,4
9,42,2.7,1
9,37,4.8999999999999995,4
9,11,1.8,5
9,1,4.8999999999999995,1
9,9,2.0999999999999996,5
10,17,1.4,3
10,19,5.6000000000000005,2
10,22,3.0,1
10,1,4.8999999999999995,1
10,30,5.3999999999999995,2
10,1,4.8999999999999995,5
10,41,2.5,4
10,37,4.8999999999999995,5
10,6,3.5999999999999996,2
10,40,7.0,1
11,38,8.0,1
11,26,2.0999999999999996,4
11,14,4.800000000000001,2
11,17,1.4,5
11,5,5.0,2
11,31,2.5,5
11,44,3.6,4
11,4,3.0,5
12,40,7.0,3
12,23,7.699999999999999,5
12,6,3.5999999999999996,3
12,37,4.8999999999999995,3
12,17,1.4,5
12,28,7.2,4
12,44,3.6,5
12,33,0.9,1
12,6,3.5999999999999996,2
13,9,2.0999999999999996,5
13,13,4.2,3
13,38,8.0,2
13,32,3.0,2
13,27,5.6,5
13,37,4.8999999999999995,1
13,20,1.7999999999999998,1
13,14,4.800000000000001,2
13,33,0.9,5
13,17,1.4,2
13,29,1.6,3
13,44,3.6,4
13,9,2.0999999999999996,4
13,37,4.8999999999999995,5
14,39,2.0,5
14,14,4.800000000000001,5
14,11,1.8,2
14,37,4.8999999999999995,3
14,17,1.4,2
14,4,3.0,3
14,17,1.4,3
15,33,0.9,1
15,21,3.2,1
15,41,2.5,1
15,11,1.8,4
15,34,3.0,1
15,30,5.3999999999999995,3
15,22,3.0,5
15,42,2.7,1
15,40,7.0,5
15,17,1.4,1
15,22,3.0,3
16,28,7.2,3
16,43,2.8,3
16,30,5.3999999999999995,3
16,3,2.0999999999999996,4
16,7,6.3,1
16,33,0.9,5
16,6,3.5999999999999996,3
16,40,7.0,5
17,42,2.7,1
17,24,0.9,2
17,34,3.0,5
17,32,3.0,2
17,36,4.8,1
17,7,6.3,1
17,3,2.0999999999999996,3
17,28,7.2,4
17,44,3.6,2
17,42,2.7,1
17,24,0.9,2
17,37,4.8999999999999995,4
17,15,1.4,4
17,33,0.9,5
17,29,1.6,4
17,12,6.6,3
17,7,6.3,5
18,44,3.6,3
18,16,4.800000000000001,5
18,43,2.8,2
18,36,4.8,2
18,41,2.5,1
18,35,3.0,3
18,7,6.3,2
18,11,1.8,2
18,32,3.0,1
18,37,4.8999999999999995,4
18,8,8.1,2
18,4,3.0,1
18,27,5.6,2
19,26,2.0999999999999996,2
19,44,3.6,1
19,7,6.3,4
19,26,2.0999999999999996,4
20,13,4.2,2
20,35,3.0,5
20,37,4.8999999999999995,1
20,7,6.3,2
20,35,3.0,3
20,17,1.4,4
20,40,7.0,1
20,25,2.5,1
20,37,4.8999999999999995,3
20,15,1.4,1
21,12,6.6,3
21,16,4.800000000000001,1
21,26,2.0999999999999996,4
21,15,1.4,4
21,35,3.0,5
21,12,6.6,3
21,5,5.0,4
21,3,2.0999999999999996,4
21,5,5.0,5
21,21,3.2,1
22,35,3.0,5
22,6,3.5999999999999996,3
22,37,4.8999999999999995,1
22,41,2.5,2
22,26,2.0999999999999996,5
22,24,0.9,3
22,27,5.6,3
22,9,2.0999999999999996,2
22,6,3.5999999999999996,2
23,1,4.8999999999999995,5
23,24,0.9,2
23,18,3.0,1
23,27,5.6,2
23,42,2.7,3
23,1,4.8999999999999995,5
23,4,3.0,2
23,41,2.5,1
23,27,5.6,5
23,25,2.5,4
23,11,1.8,4
24,30,5.3999999999999995,2
24,11,1.8,3
24,32,3.0,2
24,29,1.6,4
24,16,4.800000000000001,4
24,41,2.5,1
24,11,1.8,5
24,29,1.6,3
24,29,1.6,5
25,43,2.8,4
25,12,6.6,5
25,2,7.2,3
25,12,6.6,1
25,20,1.7999999999999998,5
25,26,2.0999999999999996,2
26,36,4.8,1
26,16,4.800000000000001,5
26,40,7.0,3
26,5,5.0,3
26,16,4.800000000000001,5
26,39,2.0,5
26,2,7.2,3
27,38,8.0,3
27,15,1.4,1
27,15,1.4,3
27,10,1.6,2
27,15,1.4,1
27,37,4.8999999999999995,4
27,24,0.9,4
27,19,5.6000000000000005,2
27,11,1.8,2
28,6,3.5999999999999996,4
28,44,3.6,5
28,16,4.800000000000001,2
28,17,1.4,1
28,1,4.8999999999999995,5
28,32,3.0,3
28,36,4.8,5
28,29,1.6,5
28,10,1.6,4
28,13,4.2,2
28,29,1.6,1
29,16,4.800000000000001,3
